AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.imglink,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query,Answer.quest
Rejected,224,853,Cervical Cancer,Cervical Cancer Symptoms & Signs | CTCA,http://www.cancercenter.com/cervical-cancer/symptoms/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_1.png,"<p>In most cases, cervical cancer does not cause noticeable symptoms in the early stages of the disease. Routine Pap screening is important to check for abnormal cells in the cervix, so they can be monitored and treated as early as possible.</p>",<p>Routine Pap screening is critically important because cervical cancer does not always cause noticeable symptoms early on.  The screening checks for abnormal cells in the cervix which allows for monitoring and treatment early on.</p>,1,853|853,Cervical Cancer,s
Approved,165,854,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>","<p>Would you like to learn Korean, but don't have much time. Not everyone can commit the time needed to learning a language.</p>",1,854|854,Korean language,o
Approved,22,854,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>","<p>Would you like to learn Korean, but don't have much time. Not everyone can commit the time needed to learning a language.</p>",1,854|854,Korean language,o
Approved,31,854,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>","<p>Would you like to learn Korean, but don't have much time. Not everyone can commit the time needed to learning a language.</p>",g,854|854,Korean language,o
Approved,20,854,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>","<p>Would you like to learn Korean, but don't have much time. Not everyone can commit the time needed to learning a language.</p>",b,854|854,Korean language,s
Approved,56,854,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>","<p>Would you like to learn Korean, but don't have much time. Not everyone can commit the time needed to learning a language.</p>",2,854|854,Korean language,o
Approved,84,855,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>It's difficult to find time to commit to learning a language.  If you want to learn Korean but don't have a lot of time, there is an option for you.</p>","<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>",2,855|855,Korean language,a
Approved,77,855,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>It's difficult to find time to commit to learning a language.  If you want to learn Korean but don't have a lot of time, there is an option for you.</p>","<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>",g,855|855,Korean language,a
Approved,11,855,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>It's difficult to find time to commit to learning a language.  If you want to learn Korean but don't have a lot of time, there is an option for you.</p>","<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>",2,855|855,Korean language,s
Approved,46,855,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>It's difficult to find time to commit to learning a language.  If you want to learn Korean but don't have a lot of time, there is an option for you.</p>","<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>",2,855|855,Korean language,a
Approved,87,855,Korean language,Learn Korean - Free WordPower on the App Store - iTunes - Apple,https://itunes.apple.com/us/app/learn-korean-free-wordpower/id295249579?mt=8,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Korean language_2.png,"<p>It's difficult to find time to commit to learning a language.  If you want to learn Korean but don't have a lot of time, there is an option for you.</p>","<p>Are you interested in learning Korean, but just don't have the time? Let's face it, not everyone can commit full-time to learning a language.</p>",2,855|855,Korean language,o
Approved,151,856,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>","<p>A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!</p>",1,856|856,Cervical Cancer,o
Approved,117,856,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>","<p>A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!</p>",g,856|856,Cervical Cancer,o
Approved,27,856,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>","<p>A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!</p>",g,856|856,Cervical Cancer,a
Approved,52,856,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>","<p>A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!</p>",2,856|856,Cervical Cancer,a
Approved,63,856,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>","<p>A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!</p>",2,856|856,Cervical Cancer,o
Approved,146,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,1,857|857,Cervical Cancer,o
Approved,61,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,g,857|857,Cervical Cancer,o
Approved,76,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,1,857|857,Cervical Cancer,o
Approved,82,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,g,857|857,Cervical Cancer,m
Approved,36,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,2,857|857,Cervical Cancer,o
Rejected,158,857,Cervical Cancer,"Cervical Cancer: Practice Essentials, Background, Pathophysiology",http://emedicine.medscape.com/article/253513-overview,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Cervical Cancer_2.png,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",<p>Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.</p>,1,857|857,Cervical Cancer,a
Approved,129,858,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,"<p>Instead of buying pricey software, you can file your taxes for free electronically, even if you have a higher income.</p>","<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",2,858|858,Income tax return online,a
Approved,53,858,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,"<p>Instead of buying pricey software, you can file your taxes for free electronically, even if you have a higher income.</p>","<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",1,858|858,Income tax return online,o
Approved,115,858,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,"<p>Instead of buying pricey software, you can file your taxes for free electronically, even if you have a higher income.</p>","<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",1,858|858,Income tax return online,a
Approved,13,858,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,"<p>Instead of buying pricey software, you can file your taxes for free electronically, even if you have a higher income.</p>","<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",2,858|858,Income tax return online,s
Approved,150,858,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,"<p>Instead of buying pricey software, you can file your taxes for free electronically, even if you have a higher income.</p>","<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",1,858|858,Income tax return online,s
Approved,102,859,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,<p>It's possible to file your taxes for free using a variety of free services instead of using expensive programs. This is true even for people who are in higher tax brackets.</p>,"<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",2,859|859,Income tax return online,o
Approved,86,859,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,<p>It's possible to file your taxes for free using a variety of free services instead of using expensive programs. This is true even for people who are in higher tax brackets.</p>,"<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",g,859|859,Income tax return online,a
Approved,64,859,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,<p>It's possible to file your taxes for free using a variety of free services instead of using expensive programs. This is true even for people who are in higher tax brackets.</p>,"<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",g,859|859,Income tax return online,a
Approved,145,859,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,<p>It's possible to file your taxes for free using a variety of free services instead of using expensive programs. This is true even for people who are in higher tax brackets.</p>,"<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",2,859|859,Income tax return online,o
Approved,15,859,Income tax return online,Online Filing — Tax Software & Websites | Utah Income Taxes,http://incometax.utah.gov/filing/online-filing,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_0.png,<p>It's possible to file your taxes for free using a variety of free services instead of using expensive programs. This is true even for people who are in higher tax brackets.</p>,"<p>Rather than paying for expensive software, you can electronically file your taxes for free using one of many free options, even for taxpayers with higher incomes.</p>",2,859|859,Income tax return online,s
Approved,50,860,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.</p>,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,2,860|860,Food Stamp Program,o
Approved,233,860,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.</p>,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,1,860|860,Food Stamp Program,a
Approved,95,860,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.</p>,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,g,860|860,Food Stamp Program,o
Approved,11,860,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.</p>,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,2,860|860,Food Stamp Program,s
Approved,114,860,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.</p>,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,b,860|860,Food Stamp Program,o
Approved,58,861,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,<p>Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.</p>,b,861|861,Food Stamp Program,m
Approved,116,861,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,<p>Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.</p>,1,861|861,Food Stamp Program,a
Approved,135,861,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,<p>Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.</p>,b,861|861,Food Stamp Program,s
Approved,66,861,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,<p>Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.</p>,1,861|861,Food Stamp Program,a
Approved,45,861,Food Stamp Program,The Economic Case for Food Stamps - The Atlantic,https://www.theatlantic.com/health/archive/2012/07/the-economic-case-for-food-stamps/260015/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_0.png,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,<p>Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.</p>,2,861|861,Food Stamp Program,o
Approved,117,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,1,862|862,Income tax return online,o
Approved,10,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,1,862|862,Income tax return online,s
Approved,58,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,2,862|862,Income tax return online,o
Approved,14,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,1,862|862,Income tax return online,a
Approved,54,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,1,862|862,Income tax return online,o
Rejected,17,862,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>Are you hoping to find out the easiest and most intelligent way to quickly file your own income taxes?  Read this article and you will learn that it is best to do this online.</p>,g,862|862,Income tax return online,s
Approved,155,863,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>The fastest and simplest way to do your taxes is online.</p>,1,863|863,Income tax return online,o
Approved,65,863,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>The fastest and simplest way to do your taxes is online.</p>,2,863|863,Income tax return online,s
Approved,10,863,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>The fastest and simplest way to do your taxes is online.</p>,1,863|863,Income tax return online,s
Approved,69,863,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>The fastest and simplest way to do your taxes is online.</p>,1,863|863,Income tax return online,o
Approved,66,863,Income tax return online,How to File Income Tax Returns Online in India: 8 Steps,http://www.wikihow.com/File-Income-Tax-Returns-Online-in-India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Income tax return online_1.png,"<p>Do you want to learn how to file your income tax return in the simplest, smartest and fastest way? If yes, then this article is for you! The best way is to do it online.</p>",<p>The fastest and simplest way to do your taxes is online.</p>,g,863|863,Income tax return online,o
Approved,44,864,Food Stamp Program,Trump Budget Proposes Cuts to Food-Stamp Program - WSJ,https://www.wsj.com/articles/trump-budget-proposes-cuts-to-food-stamp-program-1495480261,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_1.png,<p>There are a number of proposals that will be included on Tuesday when President Trump releases his budget.  Staff who are aware of the budget details indicate one proposal will be to reduce spending for the food-stamp program by $193 billion over the next decade.</p>,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",1,864|864,Food Stamp Program,o
Approved,143,864,Food Stamp Program,Trump Budget Proposes Cuts to Food-Stamp Program - WSJ,https://www.wsj.com/articles/trump-budget-proposes-cuts-to-food-stamp-program-1495480261,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_1.png,<p>There are a number of proposals that will be included on Tuesday when President Trump releases his budget.  Staff who are aware of the budget details indicate one proposal will be to reduce spending for the food-stamp program by $193 billion over the next decade.</p>,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",2,864|864,Food Stamp Program,o
Approved,60,864,Food Stamp Program,Trump Budget Proposes Cuts to Food-Stamp Program - WSJ,https://www.wsj.com/articles/trump-budget-proposes-cuts-to-food-stamp-program-1495480261,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_1.png,<p>There are a number of proposals that will be included on Tuesday when President Trump releases his budget.  Staff who are aware of the budget details indicate one proposal will be to reduce spending for the food-stamp program by $193 billion over the next decade.</p>,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",2,864|864,Food Stamp Program,s
Approved,140,864,Food Stamp Program,Trump Budget Proposes Cuts to Food-Stamp Program - WSJ,https://www.wsj.com/articles/trump-budget-proposes-cuts-to-food-stamp-program-1495480261,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Food Stamp Program_1.png,<p>There are a number of proposals that will be included on Tuesday when President Trump releases his budget.  Staff who are aware of the budget details indicate one proposal will be to reduce spending for the food-stamp program by $193 billion over the next decade.</p>,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",2,864|864,Food Stamp Program,a
